"Med","Typ","Wg","CO","HO","LO","dH","dL","sig"
-1.19349831578636,-1.19549645004139,-1.19645608026739,-0.0227381934428362,-0.37151246536039,0.598779193667945,0.17106166945317,0.0890800802237094,"X2"
0.91457545486579,0.926588688070666,0.932564622315834,1.64948868095139,1.72152962079682,0.750109618007396,1.28019742113209,1.35919209732092,"X2"
-1.48148111658307,-1.4886059414813,-1.49211919649864,-0.0537750043540315,0.23144067438023,0.714507119702946,-0.749917761956199,-0.798818904821763,"X1"
1.48412485022004,1.49636183877007,1.50243086316246,1.35430636990696,1.4719092924255,0.202241631235205,0.119896555054933,0.675265319785391,"X2"
-0.737659413337557,-0.743974798119907,-0.747107892057342,-0.709994369085162,-0.82435784680826,-0.0704723679626066,-0.429169263137121,-0.665757366588037,"X2"
-0.391108662425258,-0.366448849680896,-0.354107135453332,1.63618172507505,1.2863900886057,-0.776956350815337,0.154557367079615,0.709763128789342,"X1"
-1.10863757467218,-1.10784225950247,-1.10740808592321,0.242667616955309,-0.218033409206184,0.708031694346304,0.0236172857742234,-0.0124949005243052,"X1"
-0.119512553284473,-0.121326072270938,-0.122228811594557,0.0912761480711056,-0.267794753975117,0.763870615105128,-0.803836408439136,-0.710655963427041,"X1"
3.07065198822259,3.06564510383166,3.06304064493219,0.800074083645601,2.78997965864352,0.126176322798895,3.0489864600334,1.39368990632487,"X2"
0.355221708037057,0.366775168702411,0.3725396784605,1.49936138617721,1.2855458727147,0.85369683971356,-0.0671616863942882,0.138634311092814,"X2"
0.697838914951605,0.699138259347924,0.699764867000326,0.753835829261303,1.10930157497555,0.666269866157955,0.180413577470395,0.161848961972126,"X2"
1.94623557509076,1.95083187130629,1.9530656507671,0.985660961806067,1.01400957837909,0.85369683971356,-0.398632064707373,0.480878444087623,"X1"
0.253546528720376,0.248581646432047,0.246091064825663,-0.457257600069826,-0.0409448955760303,-0.379282835450944,-0.107322795531168,-0.907569537168257,"X1"
-0.600213090226177,-0.596369391962356,-0.5944279235927,0.311073890888266,-0.423801060757412,0.620630648725939,-0.143084987379698,-0.0157802705525072,"X1"
0.452786670014237,0.452778364600754,0.452759284184755,-0.158286567198732,-0.160685252823335,-0.248509784575851,0.789452522731554,1.5097765764296,"X1"
1.28372847732246,1.25127662204915,1.23500980086438,-2.50573449981747,1.31944420609184,-2.76828774755381,1.77270857648175,0.419710207303793,"X2"
0.107586688698415,0.110856498316814,0.112487711966731,0.859611502874306,1.02581679481748,0.718547493145855,0.866477258557531,2.47154403846895,"X1"
